Source;Target;Time
2436;15;2015-10-15T04:00:00.000
1396;15;2015-05-14T04:00:00.000
3410;15;2015-04-26T04:00:00.000
1590;15;2014-12-03T05:00:00.000
7161;15;2014-09-24T04:00:00.000
378;15;2014-08-10T04:00:00.000
984;15;2014-06-23T04:00:00.000
180;15;2014-06-16T04:00:00.000
186;15;2014-06-15T04:00:00.000
499;15;2014-05-16T04:00:00.000
832;15;2014-04-22T04:00:00.000
2293;15;2014-10-14T04:00:00.000
1386;15;2014-04-14T04:00:00.000
900;15;2014-04-13T04:00:00.000
375;15;2014-04-13T04:00:00.000
164;15;2013-10-17T04:00:00.000
966;15;2013-05-21T04:00:00.000
2289;15;2013-03-08T05:00:00.000
530;15;2013-02-09T05:00:00.000
958;15;2013-04-30T04:00:00.000
1351;15;2012-12-19T05:00:00.000
22;15;2013-02-10T05:00:00.000
1134;15;2012-06-17T04:00:00.000
272;15;2012-02-29T05:00:00.000
91;15;2012-02-28T05:00:00.000
133;15;2012-02-28T05:00:00.000
304;15;2011-11-15T05:00:00.000
264;15;2011-10-02T04:00:00.000
48;15;2011-08-14T04:00:00.000
2434;15;2015-10-23T04:00:00.000
906;15;2015-09-22T04:00:00.000
1906;15;2015-07-26T04:00:00.000
905;15;2014-12-09T05:00:00.000
2426;15;2014-10-26T04:00:00.000
1895;15;2014-09-19T04:00:00.000
491;15;2014-08-15T04:00:00.000
651;15;2014-08-13T04:00:00.000
58;15;2014-08-11T04:00:00.000
19;15;2014-06-29T04:00:00.000
374;15;2014-06-16T04:00:00.000
2417;15;2014-06-13T04:00:00.000
96;15;2014-05-26T04:00:00.000
7087;15;2014-05-28T04:00:00.000
3372;15;2014-04-25T04:00:00.000
7063;15;2014-04-12T04:00:00.000
94;15;2014-04-11T04:00:00.000
88;15;2014-03-11T04:00:00.000
87;15;2014-02-01T05:00:00.000
2090;15;2013-12-05T05:00:00.000
824;15;2014-10-20T04:00:00.000
165;15;2013-03-16T04:00:00.000
1162;15;2013-02-09T05:00:00.000
3120;15;2013-02-09T05:00:00.000
967;15;2012-12-08T05:00:00.000
122;15;2012-09-28T04:00:00.000
438;15;2012-05-21T04:00:00.000
51;15;2012-03-05T05:00:00.000
29;15;2012-03-01T05:00:00.000
75;15;2012-01-24T05:00:00.000
274;15;2011-10-31T04:00:00.000
211;15;2011-10-28T04:00:00.000
40;15;2011-08-31T04:00:00.000
137;15;2011-07-26T04:00:00.000
1471;15;2011-07-26T04:00:00.000
853;15;2011-07-23T04:00:00.000
33;15;2011-07-22T04:00:00.000
682;15;2011-07-22T04:00:00.000
7386;15;2015-06-03T04:00:00.000
85;15;2014-12-07T05:00:00.000
1921;15;2013-02-10T05:00:00.000
188;15;2012-04-08T04:00:00.000
5342;15;2013-02-11T05:00:00.000
145;15;2013-04-29T04:00:00.000
47;15;2015-05-25T04:00:00.000
7518;15;2013-02-12T05:00:00.000
15;352;2014-01-25T05:00:00.000
15;94;2014-04-12T04:00:00.000
15;233;2014-03-30T04:00:00.000
15;86;2013-11-30T05:00:00.000
15;64;2014-04-21T04:00:00.000
15;98;2014-11-27T05:00:00.000
15;35;2013-03-02T05:00:00.000
15;953;2014-11-27T05:00:00.000
15;114;2014-11-27T05:00:00.000
15;126;2013-03-02T05:00:00.000
15;192;2014-06-24T04:00:00.000
15;104;2014-11-27T05:00:00.000
15;605;2015-04-11T04:00:00.000
15;337;2014-10-17T04:00:00.000
15;2336;2014-07-29T04:00:00.000
15;498;2014-11-27T05:00:00.000
15;1894;2014-11-27T05:00:00.000
15;1386;2015-12-15T05:00:00.000
15;2436;2015-10-14T04:00:00.000
15;897;2015-06-24T04:00:00.000
15;1202;2015-04-11T04:00:00.000
15;766;2015-04-07T04:00:00.000
15;1074;2015-03-14T04:00:00.000
15;1590;2015-02-05T05:00:00.000
15;1596;2014-09-13T04:00:00.000
15;281;2014-07-08T04:00:00.000
15;558;2014-06-21T04:00:00.000
15;230;2014-11-04T05:00:00.000
15;96;2014-06-18T04:00:00.000
15;376;2014-08-12T04:00:00.000
15;87;2014-10-31T04:00:00.000
15;164;2013-12-15T05:00:00.000
15;958;2013-04-30T04:00:00.000
15;272;2012-09-22T04:00:00.000
15;91;2012-02-28T05:00:00.000
15;48;2011-08-14T04:00:00.000
15;137;2011-07-26T04:00:00.000
15;3451;2016-01-22T05:00:00.000
15;2437;2016-01-15T05:00:00.000
15;3443;2016-01-14T05:00:00.000
15;3448;2016-01-14T05:00:00.000
15;1396;2016-01-11T05:00:00.000
15;3447;2015-12-24T05:00:00.000
15;2287;2015-12-18T05:00:00.000
15;7325;2015-11-01T04:00:00.000
15;2434;2015-10-23T04:00:00.000
15;2433;2015-10-03T04:00:00.000
15;3442;2015-09-23T04:00:00.000
15;3382;2015-09-07T04:00:00.000
15;3439;2015-09-01T04:00:00.000
15;2432;2015-08-31T04:00:00.000
15;1075;2015-08-27T04:00:00.000
15;1390;2015-08-26T04:00:00.000
15;1599;2015-08-09T04:00:00.000
15;1906;2015-07-26T04:00:00.000
15;3438;2015-07-25T04:00:00.000
15;2422;2015-07-05T04:00:00.000
15;604;2015-07-04T04:00:00.000
15;906;2015-07-03T04:00:00.000
15;2431;2015-06-22T04:00:00.000
15;902;2015-06-06T04:00:00.000
15;1905;2015-06-02T04:00:00.000
15;3437;2015-06-01T04:00:00.000
15;653;2015-05-30T04:00:00.000
15;179;2015-05-21T04:00:00.000
15;3434;2015-05-18T04:00:00.000
15;7310;2015-05-17T04:00:00.000
15;3433;2015-05-08T04:00:00.000
15;269;2014-04-21T04:00:00.000
15;2289;2013-03-08T05:00:00.000
15;530;2014-03-25T04:00:00.000
15;1134;2013-01-27T05:00:00.000
15;88;2015-05-07T04:00:00.000
15;234;2015-05-06T04:00:00.000
15;95;2015-04-27T04:00:00.000
15;698;2013-01-27T05:00:00.000
15;159;2012-09-19T04:00:00.000
15;438;2012-03-08T05:00:00.000
15;20;2012-04-01T04:00:00.000
15;37;2012-02-24T05:00:00.000
15;70;2012-08-25T04:00:00.000
15;67;2012-03-02T05:00:00.000
15;681;2011-10-26T04:00:00.000
15;40;2012-09-28T04:00:00.000
15;155;2012-09-22T04:00:00.000
15;3410;2015-04-26T04:00:00.000
15;3430;2015-04-26T04:00:00.000
15;3431;2015-04-23T04:00:00.000
15;1208;2015-04-04T04:00:00.000
15;1904;2015-03-27T04:00:00.000
15;3427;2015-03-14T04:00:00.000
15;2428;2015-03-06T05:00:00.000
15;1903;2015-03-03T05:00:00.000
15;6921;2015-02-19T05:00:00.000
15;3091;2015-02-09T05:00:00.000
15;3286;2015-02-05T05:00:00.000
15;7369;2015-02-03T05:00:00.000
15;764;2015-01-31T05:00:00.000
15;905;2014-12-13T05:00:00.000
15;2312;2014-12-07T05:00:00.000
15;1393;2014-11-13T05:00:00.000
15;2426;2014-10-26T04:00:00.000
15;3407;2014-10-09T04:00:00.000
15;2293;2014-09-29T04:00:00.000
15;1205;2014-09-22T04:00:00.000
15;651;2014-08-13T04:00:00.000
15;358;2014-07-15T04:00:00.000
15;7161;2014-07-05T04:00:00.000
15;984;2014-10-25T04:00:00.000
15;186;2014-06-16T04:00:00.000
15;832;2014-11-27T05:00:00.000
15;2417;2014-06-13T04:00:00.000
15;2633;2014-06-07T04:00:00.000
15;1895;2014-05-26T04:00:00.000
15;900;2014-05-02T04:00:00.000
15;1070;2014-04-21T04:00:00.000
15;1387;2014-04-15T04:00:00.000
15;375;2014-11-27T05:00:00.000
15;1385;2014-04-12T04:00:00.000
15;2828;2014-04-02T04:00:00.000
15;427;2014-02-01T05:00:00.000
15;279;2014-02-01T05:00:00.000
15;824;2014-10-20T04:00:00.000
15;1891;2014-01-25T05:00:00.000
15;1873;2013-11-26T05:00:00.000
15;165;2013-03-21T04:00:00.000
15;1162;2013-02-09T05:00:00.000
15;3120;2013-02-04T05:00:00.000
15;1351;2012-12-19T05:00:00.000
15;967;2012-12-06T05:00:00.000
15;518;2012-12-12T05:00:00.000
15;767;2012-09-28T04:00:00.000
15;122;2012-09-28T04:00:00.000
15;24;2012-09-28T04:00:00.000
15;190;2012-09-28T04:00:00.000
15;354;2012-09-01T04:00:00.000
15;17;2012-08-10T04:00:00.000
15;196;2012-09-19T04:00:00.000
15;51;2012-03-07T05:00:00.000
15;29;2012-03-01T05:00:00.000
15;75;2012-01-24T05:00:00.000
15;274;2011-10-31T04:00:00.000
15;211;2011-10-28T04:00:00.000
15;1471;2011-07-26T04:00:00.000
15;853;2011-07-23T04:00:00.000
15;33;2011-07-22T04:00:00.000
15;682;2011-07-22T04:00:00.000
15;7335;2015-12-31T05:00:00.000
15;7330;2015-09-24T04:00:00.000
15;7321;2015-08-16T04:00:00.000
15;3372;2015-08-07T04:00:00.000
15;7312;2015-06-22T04:00:00.000
15;3428;2015-03-17T04:00:00.000
15;400;2015-02-09T05:00:00.000
15;19;2015-01-24T05:00:00.000
15;47;2014-12-23T05:00:00.000
15;85;2014-11-27T05:00:00.000
15;7368;2014-12-04T05:00:00.000
15;801;2014-10-03T04:00:00.000
15;7366;2014-10-10T04:00:00.000
15;7560;2014-09-02T04:00:00.000
15;7393;2014-11-27T05:00:00.000
15;55;2014-08-11T04:00:00.000
15;185;2014-07-30T04:00:00.000
15;3369;2014-11-27T05:00:00.000
15;80;2014-06-01T04:00:00.000
15;7552;2014-04-24T04:00:00.000
15;1249;2014-11-27T05:00:00.000
15;374;2014-04-13T04:00:00.000
15;7415;2013-11-30T05:00:00.000
15;491;2012-11-24T05:00:00.000
15;7400;2012-09-28T04:00:00.000
15;7580;2012-09-25T04:00:00.000
15;7603;2012-08-28T04:00:00.000
15;369;2013-12-14T05:00:00.000
15;7379;2013-11-30T05:00:00.000
15;7577;2012-03-15T04:00:00.000
15;200;2015-12-10T05:00:00.000
15;31;2015-05-29T04:00:00.000
15;469;2015-05-13T04:00:00.000
15;7562;2015-05-08T04:00:00.000
15;113;2014-11-15T05:00:00.000
15;267;2013-07-17T04:00:00.000
15;7518;2013-02-12T05:00:00.000
15;5342;2013-02-12T05:00:00.000
15;1921;2013-02-10T05:00:00.000
15;176;2012-11-03T04:00:00.000
15;188;2012-04-08T04:00:00.000
15;145;2014-07-24T04:00:00.000
2445;16;2011-04-03T04:00:00.000
109;16;2011-05-11T04:00:00.000
37;16;2011-05-01T04:00:00.000
1174;16;2013-04-17T04:00:00.000
7596;16;2011-06-06T04:00:00.000
75;16;2011-06-16T04:00:00.000
149;16;2011-06-08T04:00:00.000
63;16;2011-05-12T04:00:00.000
567;16;2011-05-09T04:00:00.000
503;16;2011-04-08T04:00:00.000
199;16;2013-04-01T04:00:00.000
107;16;2012-03-26T04:00:00.000
779;16;2011-05-25T04:00:00.000
442;16;2011-05-18T04:00:00.000
100;16;2011-04-29T04:00:00.000
993;16;2011-05-03T04:00:00.000
655;16;2011-04-15T04:00:00.000
1664;16;2011-06-08T04:00:00.000
449;16;2011-06-02T04:00:00.000
121;16;2011-05-27T04:00:00.000
353;16;2011-05-16T04:00:00.000
1091;16;2011-04-29T04:00:00.000
42;16;2011-05-03T04:00:00.000
565;16;2011-04-25T04:00:00.000
470;16;2011-04-16T04:00:00.000
44;16;2011-04-02T04:00:00.000
23;16;2011-04-23T04:00:00.000
419;16;2011-04-21T04:00:00.000
981;16;2013-06-27T04:00:00.000
509;16;2013-02-21T05:00:00.000
2257;16;2012-10-09T04:00:00.000
265;16;2012-06-05T04:00:00.000
392;16;2012-06-08T04:00:00.000
177;16;2012-05-18T04:00:00.000
54;16;2011-06-09T04:00:00.000
7587;16;2011-06-09T04:00:00.000
101;16;2011-06-05T04:00:00.000
2003;16;2011-06-09T04:00:00.000
781;16;2011-05-30T04:00:00.000
1983;16;2011-05-26T04:00:00.000
367;16;2011-06-07T04:00:00.000
1640;16;2011-05-20T04:00:00.000
341;16;2011-05-16T04:00:00.000
40;16;2012-05-17T04:00:00.000
148;16;2011-05-08T04:00:00.000
7552;16;2011-04-24T04:00:00.000
7550;16;2011-04-22T04:00:00.000
1925;16;2011-04-25T04:00:00.000
72;16;2013-06-04T04:00:00.000
138;16;2011-04-14T04:00:00.000
771;16;2011-04-11T04:00:00.000
145;16;2011-04-04T04:00:00.000
164;16;2014-01-31T05:00:00.000
34;16;2013-06-15T04:00:00.000
3194;16;2013-04-17T04:00:00.000
2340;16;2013-03-23T04:00:00.000
1459;16;2013-01-27T05:00:00.000
70;16;2012-10-10T04:00:00.000
25;16;2012-09-26T04:00:00.000
30;16;2012-09-02T04:00:00.000
1322;16;2012-06-22T04:00:00.000
2954;16;2012-06-19T04:00:00.000
2206;16;2012-06-17T04:00:00.000
2950;16;2012-06-15T04:00:00.000
2944;16;2012-06-06T04:00:00.000
2930;16;2012-05-22T04:00:00.000
1326;16;2012-05-22T04:00:00.000
60;16;2012-05-18T04:00:00.000
219;16;2012-05-04T04:00:00.000
21;16;2012-04-08T04:00:00.000
926;16;2011-06-08T04:00:00.000
1010;16;2011-06-07T04:00:00.000
2001;16;2011-06-01T04:00:00.000
2565;16;2011-06-01T04:00:00.000
2556;16;2011-05-31T04:00:00.000
88;16;2011-05-30T04:00:00.000
45;16;2011-05-26T04:00:00.000
226;16;2011-05-26T04:00:00.000
187;16;2011-05-22T04:00:00.000
223;16;2011-05-20T04:00:00.000
65;16;2011-05-19T04:00:00.000
850;16;2011-05-14T04:00:00.000
154;16;2011-05-14T04:00:00.000
537;16;2011-05-06T04:00:00.000
7582;16;2011-05-04T04:00:00.000
3516;16;2011-05-01T04:00:00.000
250;16;2011-04-30T04:00:00.000
1093;16;2011-04-30T04:00:00.000
1409;16;2011-04-28T04:00:00.000
1222;16;2011-04-27T04:00:00.000
1090;16;2011-04-27T04:00:00.000
298;16;2011-04-26T04:00:00.000
534;16;2011-04-24T04:00:00.000
1922;16;2011-04-19T04:00:00.000
1610;16;2011-04-17T04:00:00.000
270;16;2011-04-17T04:00:00.000
1083;16;2011-04-16T04:00:00.000
1917;16;2011-04-16T04:00:00.000
237;16;2011-04-12T04:00:00.000
710;16;2011-04-05T04:00:00.000
1914;16;2011-04-03T04:00:00.000
1212;16;2011-03-28T04:00:00.000
842;16;2011-03-23T04:00:00.000
711;16;2011-03-25T04:00:00.000
1910;16;2011-03-22T04:00:00.000
768;16;2011-03-15T04:00:00.000
16;109;2011-05-11T04:00:00.000
16;37;2011-04-28T04:00:00.000
16;199;2013-04-09T04:00:00.000
16;311;2011-08-01T04:00:00.000
16;149;2011-06-08T04:00:00.000
16;63;2011-05-12T04:00:00.000
16;567;2011-05-09T04:00:00.000
16;23;2011-05-08T04:00:00.000
16;134;2013-04-13T04:00:00.000
16;1174;2013-04-17T04:00:00.000
16;107;2012-03-26T04:00:00.000
16;101;2011-06-08T04:00:00.000
16;54;2011-06-09T04:00:00.000
16;779;2011-05-25T04:00:00.000
16;75;2011-06-01T04:00:00.000
16;442;2011-05-18T04:00:00.000
16;7552;2011-04-24T04:00:00.000
16;993;2011-05-03T04:00:00.000
16;655;2011-04-15T04:00:00.000
16;711;2011-04-14T04:00:00.000
16;164;2013-10-16T04:00:00.000
16;1407;2012-10-13T04:00:00.000
16;21;2012-08-17T04:00:00.000
16;1286;2011-10-15T04:00:00.000
16;1664;2011-06-08T04:00:00.000
16;121;2011-05-27T04:00:00.000
16;65;2011-06-03T04:00:00.000
16;353;2011-05-16T04:00:00.000
16;40;2012-05-17T04:00:00.000
16;100;2011-04-29T04:00:00.000
16;1091;2011-04-29T04:00:00.000
16;42;2011-05-03T04:00:00.000
16;565;2011-04-25T04:00:00.000
16;470;2011-04-16T04:00:00.000
16;44;2011-04-02T04:00:00.000
16;419;2011-04-21T04:00:00.000
16;981;2013-06-27T04:00:00.000
16;171;2013-06-25T04:00:00.000
16;509;2013-02-21T05:00:00.000
16;2257;2012-10-09T04:00:00.000
16;60;2012-05-22T04:00:00.000
16;392;2012-06-08T04:00:00.000
16;177;2012-05-18T04:00:00.000
16;7596;2011-06-06T04:00:00.000
16;2003;2011-06-09T04:00:00.000
16;781;2011-05-30T04:00:00.000
16;1983;2011-05-26T04:00:00.000
16;367;2011-06-07T04:00:00.000
16;1640;2011-05-19T04:00:00.000
16;148;2011-05-08T04:00:00.000
16;3516;2011-05-02T04:00:00.000
16;7550;2011-04-22T04:00:00.000
16;270;2011-04-17T04:00:00.000
16;1925;2011-04-25T04:00:00.000
16;72;2013-06-04T04:00:00.000
16;771;2011-04-11T04:00:00.000
16;503;2011-04-27T04:00:00.000
16;145;2011-04-04T04:00:00.000
16;34;2013-06-15T04:00:00.000
16;3194;2013-04-17T04:00:00.000
16;2340;2013-03-23T04:00:00.000
16;1459;2013-01-27T05:00:00.000
16;70;2012-10-10T04:00:00.000
16;25;2012-09-26T04:00:00.000
16;30;2012-09-02T04:00:00.000
16;1322;2012-06-22T04:00:00.000
16;2954;2012-06-19T04:00:00.000
16;2206;2012-06-17T04:00:00.000
16;2950;2012-06-15T04:00:00.000
16;2944;2012-06-06T04:00:00.000
16;2077;2012-06-06T04:00:00.000
16;265;2012-06-05T04:00:00.000
16;2930;2012-05-22T04:00:00.000
16;1427;2012-05-22T04:00:00.000
16;1326;2012-05-22T04:00:00.000
16;219;2012-05-04T04:00:00.000
16;926;2011-06-08T04:00:00.000
16;1010;2011-06-07T04:00:00.000
16;406;2011-06-04T04:00:00.000
16;449;2011-06-02T04:00:00.000
16;2001;2011-06-01T04:00:00.000
16;2565;2011-06-01T04:00:00.000
16;2556;2011-05-31T04:00:00.000
16;88;2011-05-30T04:00:00.000
16;45;2011-05-26T04:00:00.000
16;226;2011-05-26T04:00:00.000
16;187;2011-05-22T04:00:00.000
16;223;2011-05-20T04:00:00.000
16;341;2011-05-16T04:00:00.000
16;850;2011-05-14T04:00:00.000
16;154;2011-05-14T04:00:00.000
16;537;2011-05-06T04:00:00.000
16;7582;2011-05-04T04:00:00.000
16;250;2011-04-30T04:00:00.000
16;1093;2011-04-30T04:00:00.000
16;1409;2011-04-28T04:00:00.000
16;1222;2011-04-27T04:00:00.000
16;1090;2011-04-27T04:00:00.000
16;298;2011-04-26T04:00:00.000
16;534;2011-04-24T04:00:00.000
16;1922;2011-04-19T04:00:00.000
16;1610;2011-04-18T04:00:00.000
16;1083;2011-04-16T04:00:00.000
16;1917;2011-04-16T04:00:00.000
16;138;2011-04-13T04:00:00.000
16;237;2011-04-12T04:00:00.000
16;710;2011-04-05T04:00:00.000
16;607;2011-04-05T04:00:00.000
16;2445;2011-04-03T04:00:00.000
16;1914;2011-04-03T04:00:00.000
16;1212;2011-03-28T04:00:00.000
16;842;2011-03-23T04:00:00.000
16;1910;2011-03-22T04:00:00.000
16;768;2011-03-15T04:00:00.000
16;7438;2011-05-17T04:00:00.000
16;80;2013-12-11T05:00:00.000
16;7587;2011-06-09T04:00:00.000
159;17;2012-07-06T04:00:00.000
7603;17;2012-05-24T04:00:00.000
26;17;2013-01-12T05:00:00.000
60;17;2012-05-13T04:00:00.000
197;17;2011-12-22T05:00:00.000
47;17;2012-08-04T04:00:00.000
728;17;2012-05-05T04:00:00.000
22;17;2012-09-10T04:00:00.000
20;17;2012-02-24T05:00:00.000
1300;17;2012-02-08T05:00:00.000
451;17;2013-08-02T04:00:00.000
807;17;2012-07-08T04:00:00.000
1746;17;2012-02-18T05:00:00.000
1735;17;2012-01-07T05:00:00.000
98;17;2012-04-11T04:00:00.000
21;17;2011-10-15T04:00:00.000
2125;17;2011-09-26T04:00:00.000
97;17;2011-12-24T05:00:00.000
75;17;2011-09-13T04:00:00.000
212;17;2011-08-22T04:00:00.000
544;17;2012-06-19T04:00:00.000
42;17;2013-03-14T04:00:00.000
287;17;2012-11-30T05:00:00.000
639;17;2012-07-23T04:00:00.000
350;17;2012-07-19T04:00:00.000
176;17;2012-07-14T04:00:00.000
63;17;2012-06-26T04:00:00.000
7410;17;2012-06-02T04:00:00.000
306;17;2012-06-07T04:00:00.000
156;17;2012-03-20T04:00:00.000
549;17;2012-03-07T05:00:00.000
798;17;2012-02-12T05:00:00.000
1304;17;2012-02-03T05:00:00.000
203;17;2012-01-18T05:00:00.000
40;17;2012-05-06T04:00:00.000
193;17;2011-12-28T05:00:00.000
113;17;2011-12-18T05:00:00.000
51;17;2011-12-11T05:00:00.000
107;17;2011-12-06T05:00:00.000
135;17;2012-01-22T05:00:00.000
942;17;2011-11-16T05:00:00.000
55;17;2011-09-12T04:00:00.000
344;17;2011-08-30T04:00:00.000
48;17;2011-08-28T04:00:00.000
660;17;2011-08-03T04:00:00.000
79;17;2011-08-30T04:00:00.000
934;17;2012-01-02T05:00:00.000
1785;17;2012-07-27T04:00:00.000
166;17;2012-06-24T04:00:00.000
411;17;2012-06-18T04:00:00.000
88;17;2012-06-09T04:00:00.000
265;17;2012-06-03T04:00:00.000
284;17;2012-05-27T04:00:00.000
38;17;2012-05-22T04:00:00.000
2206;17;2012-05-03T04:00:00.000
7403;17;2012-04-19T04:00:00.000
31;17;2012-04-13T04:00:00.000
5140;17;2012-04-04T04:00:00.000
67;17;2012-03-18T04:00:00.000
946;17;2012-03-17T04:00:00.000
255;17;2012-03-16T04:00:00.000
1282;17;2012-03-14T04:00:00.000
39;17;2012-03-13T04:00:00.000
1305;17;2012-03-11T05:00:00.000
1490;17;2012-03-09T05:00:00.000
362;17;2012-03-08T05:00:00.000
1489;17;2012-03-04T05:00:00.000
686;17;2012-03-02T05:00:00.000
799;17;2012-02-24T05:00:00.000
70;17;2012-01-20T05:00:00.000
2821;17;2012-01-02T05:00:00.000
277;17;2011-12-30T05:00:00.000
142;17;2011-12-28T05:00:00.000
65;17;2011-12-03T05:00:00.000
2143;17;2011-12-03T05:00:00.000
1732;17;2011-12-01T05:00:00.000
78;17;2011-11-22T05:00:00.000
360;17;2011-11-16T05:00:00.000
871;17;2011-10-30T04:00:00.000
315;17;2011-10-26T04:00:00.000
122;17;2011-10-24T04:00:00.000
188;17;2011-10-22T04:00:00.000
211;17;2011-10-09T04:00:00.000
219;17;2011-10-09T04:00:00.000
681;17;2011-09-17T04:00:00.000
1471;17;2011-08-25T04:00:00.000
2738;17;2011-08-19T04:00:00.000
66;17;2011-08-13T04:00:00.000
137;17;2011-08-11T04:00:00.000
145;17;2011-08-11T04:00:00.000
622;17;2011-08-08T04:00:00.000
542;17;2011-08-08T04:00:00.000
140;17;2011-08-01T04:00:00.000
355;17;2011-07-22T04:00:00.000
2105;17;2011-07-19T04:00:00.000
77;17;2011-07-10T04:00:00.000
1989;17;2011-07-10T04:00:00.000
580;17;2011-07-10T04:00:00.000
680;17;2011-07-10T04:00:00.000
1691;17;2011-07-10T04:00:00.000
516;17;2011-07-09T04:00:00.000
1497;17;2012-05-18T04:00:00.000
17;159;2012-07-07T04:00:00.000
17;20;2012-03-04T05:00:00.000
17;176;2012-05-25T04:00:00.000
17;113;2011-12-18T05:00:00.000
17;26;2013-08-05T04:00:00.000
17;47;2012-08-02T04:00:00.000
17;145;2012-03-17T04:00:00.000
17;39;2012-03-07T05:00:00.000
17;272;2012-02-24T05:00:00.000
17;101;2012-02-03T05:00:00.000
17;1300;2012-02-08T05:00:00.000
17;60;2012-05-13T04:00:00.000
17;55;2012-04-06T04:00:00.000
17;451;2013-08-05T04:00:00.000
17;284;2012-05-27T04:00:00.000
17;521;2012-05-23T04:00:00.000
17;549;2012-03-07T05:00:00.000
17;38;2012-02-02T05:00:00.000
17;483;2012-01-20T05:00:00.000
17;40;2012-05-06T04:00:00.000
17;1735;2011-12-27T05:00:00.000
17;65;2011-12-03T05:00:00.000
17;21;2011-10-15T04:00:00.000
17;66;2012-02-22T05:00:00.000
17;544;2012-06-18T04:00:00.000
17;75;2011-09-13T04:00:00.000
17;287;2012-11-25T05:00:00.000
17;639;2012-07-23T04:00:00.000
17;350;2012-07-19T04:00:00.000
17;807;2012-07-08T04:00:00.000
17;63;2012-06-26T04:00:00.000
17;1497;2012-07-24T04:00:00.000
17;31;2012-04-13T04:00:00.000
17;156;2012-03-20T04:00:00.000
17;1305;2012-03-08T05:00:00.000
17;1746;2012-02-18T05:00:00.000
17;1304;2012-02-03T05:00:00.000
17;203;2012-01-18T05:00:00.000
17;197;2011-12-22T05:00:00.000
17;193;2011-12-28T05:00:00.000
17;98;2012-04-11T04:00:00.000
17;51;2011-12-11T05:00:00.000
17;107;2011-12-03T05:00:00.000
17;135;2012-01-22T05:00:00.000
17;942;2011-11-16T05:00:00.000
17;211;2011-11-08T05:00:00.000
17;728;2012-05-05T04:00:00.000
17;2125;2011-09-26T04:00:00.000
17;22;2011-09-10T04:00:00.000
17;344;2011-08-30T04:00:00.000
17;48;2011-08-28T04:00:00.000
17;79;2011-08-30T04:00:00.000
17;140;2011-08-01T04:00:00.000
17;42;2013-03-14T04:00:00.000
17;97;2011-12-24T05:00:00.000
17;680;2011-07-10T04:00:00.000
17;934;2012-01-02T05:00:00.000
17;748;2012-12-04T05:00:00.000
17;1785;2012-07-27T04:00:00.000
17;166;2012-06-24T04:00:00.000
17;411;2012-06-18T04:00:00.000
17;265;2012-06-03T04:00:00.000
17;306;2012-06-01T04:00:00.000
17;2206;2012-05-03T04:00:00.000
17;5140;2012-04-04T04:00:00.000
17;67;2012-03-18T04:00:00.000
17;946;2012-03-17T04:00:00.000
17;255;2012-03-16T04:00:00.000
17;1282;2012-03-14T04:00:00.000
17;362;2012-03-08T05:00:00.000
17;1490;2012-03-07T05:00:00.000
17;1489;2012-03-04T05:00:00.000
17;686;2012-03-02T05:00:00.000
17;799;2012-02-24T05:00:00.000
17;133;2012-02-13T05:00:00.000
17;70;2012-01-20T05:00:00.000
17;2821;2012-01-02T05:00:00.000
17;277;2011-12-30T05:00:00.000
17;142;2011-12-28T05:00:00.000
17;2143;2011-12-03T05:00:00.000
17;1732;2011-12-01T05:00:00.000
17;2797;2011-11-22T05:00:00.000
17;78;2011-11-22T05:00:00.000
17;360;2011-11-16T05:00:00.000
17;871;2011-10-30T04:00:00.000
17;315;2011-10-26T04:00:00.000
17;122;2011-10-24T04:00:00.000
17;188;2011-10-22T04:00:00.000
17;219;2011-10-09T04:00:00.000
17;681;2011-09-17T04:00:00.000
17;1471;2011-08-28T04:00:00.000
17;212;2011-08-22T04:00:00.000
17;2738;2011-08-18T04:00:00.000
17;137;2011-08-11T04:00:00.000
17;622;2011-08-08T04:00:00.000
17;542;2011-08-08T04:00:00.000
17;660;2011-08-03T04:00:00.000
17;355;2011-07-30T04:00:00.000
17;77;2011-07-10T04:00:00.000
17;580;2011-07-10T04:00:00.000
17;1691;2011-07-10T04:00:00.000
17;516;2011-07-09T04:00:00.000
17;7410;2012-06-05T04:00:00.000
243;18;2013-01-31T05:00:00.000
57;18;2011-11-17T05:00:00.000
872;18;2013-02-11T05:00:00.000
1170;18;2012-12-06T05:00:00.000
594;18;2013-03-30T04:00:00.000
860;18;2011-07-04T04:00:00.000
74;18;2013-03-11T04:00:00.000
1306;18;2012-07-25T04:00:00.000
7603;18;2012-05-24T04:00:00.000
7565;18;2011-10-31T04:00:00.000
1525;18;2012-11-17T05:00:00.000
220;18;2012-09-20T04:00:00.000
455;18;2012-07-18T04:00:00.000
690;18;2012-05-07T04:00:00.000
868;18;2011-08-13T04:00:00.000
1130;18;2012-10-20T04:00:00.000
91;18;2013-05-13T04:00:00.000
2199;18;2012-06-21T04:00:00.000
346;18;2012-04-20T04:00:00.000
72;18;2011-09-20T04:00:00.000
194;18;2013-05-12T04:00:00.000
1800;18;2013-03-04T05:00:00.000
2228;18;2012-06-22T04:00:00.000
256;18;2011-12-07T05:00:00.000
1442;18;2011-09-07T04:00:00.000
866;18;2011-06-22T04:00:00.000
1703;18;2011-06-22T04:00:00.000
1564;18;2013-04-29T04:00:00.000
1526;18;2013-02-27T05:00:00.000
945;18;2012-11-26T05:00:00.000
