Source;Target;X;Y
1324;1381;1415.8741;-2344.94
85;4698;2719.0198;11.988459
72;3684;-1387.3267;2471.1106
121;3684;-1421.8828;2496.2253
596;5033;2334.6846;-2274.834
2502;5542;1051.7096;1651.3077
3220;5867;1698.2161;-2741.481
175;4422;-1487.1133;-294.7636
1249;5119;1821.1646;-1437.0177
1474;2819;-1304.5948;-1115.2084
408;4032;-1801.2301;-1329.7583
565;2698;1820.4171;-551.6758
3999;5290;-1073.399;-1217.6476
2339;2948;-333.5084;1380.227
4965;5562;-588.5815;-945.1058
2770;3533;-1678.9767;-1392.1771
4918;5692;1841.1056;-1407.4578
1485;2327;506.71655;23.414392
4537;4727;-1219.2363;2475.2058
4378;1163;-1347.3966;-1428.0487
1069;3668;2462.6306;-138.5643
447;3669;-751.4889;-451.7505
750;5329;1607.3839;-2748.0913
44;1890;449.37787;3344.9802
1805;2714;-1619.4645;-1122.6273
5329;5879;1647.6321;-2581.1597
2736;2948;-580.0755;1478.4607
674;3169;1872.4397;-1328.3418
4180;5808;-1561.0594;-1290.13
1996;2015;-1449.1508;2436.146
5081;5770;1045.7783;2470.0974
2832;4594;1394.1328;1097.6198
787;1193;-67.96395;-514.86127
837;4418;-1496.1736;-1362.7114
566;5491;2837.7341;94.739044
915;1340;1704.6011;-1458.3679
3099;3162;-1068.306;2230.9548
2819;3451;-1617.2493;-1521.174
5882;5899;-1388.7994;-443.277
1323;3387;-576.0044;-130.9889
1201;5491;2678.602;57.64491
601;3604;827.0467;709.6095
5726;5873;-1712.9869;-1476.862
2160;3169;1806.935;-1226.2609
3051;5590;-1261.916;-211.89577
568;5086;-407.49002;1697.5704
4598;5446;-1465.3036;2355.5505
55;2230;-1320.3861;2580.7092
2083;2547;-1840.6218;-1323.2942
3576;5460;-1199.8495;-245.99281
5772;5796;-1378.3082;-152.43398
4995;4195;-1173.3322;-351.04684
414;5459;1616.6239;1248.9506
2250;5141;-878.9958;-64.826294
5421;5489;-1432.4568;-1501.426
810;3368;2357.9316;-2215.0664
231;4023;-681.4607;-1084.8723
2121;3583;-140.03748;-329.18417
93;519;-239.56627;1826.7095
641;891;1730.1926;-2642.3123
2512;2770;-1517.3326;-1445.4734
2648;4135;-1355.2931;-1294.1913
5645;5665;2624.9827;415.30457
5166;5611;1372.1145;1245.9866
846;1514;106.91833;788.2267
1796;4680;-1213.2004;2325.315
2842;3027;522.3862;3285.9436
1796;5202;-1213.2004;2325.315
2301;3475;783.1515;976.13904
235;5374;852.04865;-1636.358
2583;4009;2721.0269;131.16512
2922;3208;1754.0547;-673.7046
3130;1430;29.641682;2567.998
1864;2355;-1125.9952;-202.09186
3363;5871;-1593.2756;-1258.6176
3509;5211;-577.0384;-1320.1088
1662;2789;1137.3489;987.00415
5611;5710;1422.6119;1110.0088
2720;4532;-1584.5251;-1622.606
298;2621;1492.9822;-2490.7612
56;303;474.1552;-1008.03815
933;4328;-1375.8273;-362.62576
4698;5498;2761.422;45.800194
1085;1798;-1938.9681;-627.0489
1597;4918;1791.3003;-856.5997
2555;4911;-1468.9374;2417.5059
2337;4047;-1502.66;2377.473
1595;2720;-1654.5541;-1442.1576
397;5267;1650.0256;704.09143
1400;5871;-1594.3917;-1418.3286
630;2354;1643.1912;-593.10565
4530;5185;1740.4945;-616.852
1920;4762;-3376.5994;914.12274
1595;4901;-1654.5541;-1442.1576
593;5458;1080.5096;1090.4124
5560;5119;1611.8596;-1383.7463
56;5102;474.1552;-1008.03815
382;3869;-4027.6562;244.4938
3405;4921;436.19937;-1137.3286
128;2938;-1896.8336;-502.1583
4821;5584;1781.1799;-1287.9973
2472;5889;-461.16095;-135.02934
147;2807;1688.589;-2658.66
911;878;-717.46295;1451.8354
3341;4428;2511.0447;-58.836006
1999;4279;73.651825;432.8122
2908;3431;1854.2457;-588.4446
762;4016;1609.4474;-2718.3284
5093;5785;-1257.7217;2380.2427
726;1709;-1538.7758;-1320.035
5704;5799;1974.1261;-1886.2181
3163;3210;-816.33466;-374.93805
1202;5867;1657.0836;-2808.9417
2953;4408;49.535915;-755.741
5605;5568;849.7451;1639.2775
1845;4938;2422.329;-2234.3416
2123;5644;2350.2886;-266.61417
5524;5415;-1012.06256;-1344.8059
3569;3879;-794.248;-1054.3059
3723;3967;-972.2563;-86.11228
492;3331;-1435.1271;-514.02893
1582;2522;-179.55615;2040.3613
1115;2353;623.4014;137.76787
872;5644;2611.186;-246.34511
2978;3925;-1032.2972;-289.0785
3281;4901;-1675.8309;-1502.322
750;5888;1607.3839;-2748.0913
1127;1414;-1806.2687;-1484.437
1027;4112;1111.6647;2427.3208
744;5905;-11.650977;1022.31934
2854;4110;-1888.4642;276.24548
61;3226;-457.90356;1700.1625
1577;5828;2403.5603;-132.92044
1303;3833;2636.2378;-199.32822
2731;5822;1006.8378;2483.0488
1324;3541;1415.8741;-2344.94
4223;4653;1110.643;1857.6724
327;3752;1791.9794;-1859.1768
1097;5828;2412.0679;-219.86465
3417;5778;-903.9608;-1221.6134
531;5321;-484.87497;1504.6244
2262;5879;1702.0426;-2837.9402
1474;2358;-1304.5948;-1115.2084
1111;3950;635.98645;164.9521
873;1386;1673.8313;-1300.9252
941;1414;-1718.2235;-1399.4498
3460;4962;-1470.708;-455.71503
133;1403;-346.28403;1525.5037
1483;2779;1873.7715;-2591.5605
1427;5568;-1263.7231;-99.36009
4336;5644;2555.6724;-19.033815
762;1707;1609.4474;-2718.3284
371;641;1817.8745;-2605.9226
169;3662;-1324.1715;2416.5247
1809;5891;-1692.5614;-871.1186
158;1210;-1268.8458;-239.43285
1123;4236;-1662.0592;-159.08386
1043;4532;-1529.1978;-1361.3584
1798;3744;-1731.9578;-588.1379
1454;2911;1675.9259;-2306.3716
442;1836;-508.49054;-197.41183
2346;5751;-628.19006;-285.5879
204;3271;-1923.1542;147.02989
165;1429;1771.1229;-1231.879
401;3791;-13.239984;-640.92395
22;4015;-210.46004;-703.69763
4447;829;2425.2107;127.53418
2909;4008;-2005.7881;154.62971
1088;1719;-1503.8265;2631.378
4081;5657;-1357.9922;-1176.9661
98;1178;-1348.9126;2304.3767
1424;3471;1669.3955;1363.5225
603;4602;-1844.4893;-1469.8386
1012;2347;1683.5759;-1233.0929
5191;2493;-1448.5065;-421.15866
4410;5770;1121.2289;2634.5442
5017;2633;1686.8993;1342.4441
913;4920;1751.5161;-1388.9374
1401;1374;2607.3386;97.23689
3873;4723;2689.8508;327.89612
2915;4353;2418.4082;86.79098
2647;3242;-1359.4121;2348.2954
973;3382;2684.7905;1543.2952
1333;2760;2507.4248;-219.00424
1227;2779;1839.6653;-2505.2178
5413;5721;1671.5123;758.49164
1043;3363;-1529.1978;-1361.3584
1370;5099;2589.0383;252.03308
210;5525;-1733.8547;-1333.5222
705;4626;1090.2253;604.6686
5232;1003;-123.43741;856.0749
1546;3894;2545.0405;232.96016
409;1469;7.1981664;-2253.0642
4253;4870;-1378.6011;2133.0798
1292;3610;703.94745;-209.54607
1650;5294;1366.3124;-498.04623
121;2713;-1421.8828;2496.2253
462;4157;-671.6678;2105.9238
1249;5560;1821.1646;-1437.0177
432;1849;-1351.729;2571.6843
3879;4080;-812.1815;-1118.4214
4297;4981;460.1136;-902.29407
1418;2778;477.34882;77.83708
5191;3576;-1448.5065;-421.15866
2826;3841;1416.0209;-385.0215
3874;5292;-1003.70593;2443.4924
892;2624;2454.177;313.5129
28;684;650.7759;482.38593
72;2792;-1387.3267;2471.1106
1478;3855;-1544.6376;-286.63297
2055;5431;-597.83453;2726.3228
3146;3544;-3928.9612;4301.799
179;3229;-619.6818;1495.5685
3211;4217;-453.5388;1501.6527
1076;4140;2348.2764;-66.525764
18;63;-232.40015;-207.737
3781;4056;-664.8113;-504.63727
496;3634;36.103756;-618.60077
253;5308;-1171.927;2567.371
2609;3069;88.33059;1013.7696
787;4949;-67.96395;-514.86127
3534;5416;-1520.545;-1529.9039
2139;4713;-1479.1478;-104.47384
1467;5774;2608.371;309.07715
2679;4271;930.65985;606.3994
5139;5473;615.2592;-846.9736
2925;5554;-676.0403;1483.818
705;2981;1090.2253;604.6686
1811;3387;-1508.519;-1331.3693
4680;5855;-1329.1807;2667.1067
211;1641;-1721.0264;-1360.6588
543;3537;761.56635;127.71396
383;3680;-1350.2734;-368.8571
121;698;-1421.8828;2496.2253
3087;961;-1291.4628;2407.7004
2106;3008;-3098.5981;854.3087
1630;2094;549.9536;94.78272
488;711;-704.337;-422.77478
2168;5533;-207.34167;1979.4109
2560;1581;-1088.1836;663.2538
2929;4427;-1675.2252;-1339.2831
1466;5446;-1544.528;2081.4866
1409;5900;1800.8619;-1418.5326
2292;3748;96.56891;2405.3582
1127;5421;-1806.2687;-1484.437
2565;3609;-408.96613;1441.1433
143;3558;688.62714;174.41298
1758;3404;-1823.2618;-1397.139
480;2676;-1420.1366;2463.0796
2522;2673;-112.70259;1903.0203
565;1790;1820.4171;-551.6758
1853;5072;-1555.8204;-1378.1868
1137;5065;-1526.0269;2186.5825
1075;3450;2368.6892;-177.96606
85;4934;2719.0198;11.988459
4860;5221;1710.3417;-258.53314
531;3367;-484.87497;1504.6244
1474;2248;-1304.5948;-1115.2084
1269;3479;544.18536;39.50029
215;2039;524.4927;48.012978
2021;2752;1550.3345;-2557.5732
4617;4627;1705.4174;-1216.1206
2565;5420;-408.96613;1441.1433
1634;1864;-1375.5902;-17.854506
816;3902;1439.4379;1488.4327
2876;4146;2481.464;316.99582
453;4694;1763.737;-2488.4321
641;1680;1730.1926;-2642.3123
1324;2386;1415.8741;-2344.94
3076;4602;-1815.1199;-1357.4285
1812;2815;2242.7966;-2059.2012
3833;4397;2580.3423;-119.2714
3038;3145;1953.566;915.61523
913;4190;1751.5161;-1388.9374
315;5825;451.52448;3237.9355
1864;3164;-1125.9952;-202.09186
3209;3113;-3116.563;916.0807
3007;5873;-1550.9967;-1405.8325
1908;2204;1775.0656;-543.8457
1800;4080;-1074.3239;-1297.0371
504;2134;-544.885;297.26315
2218;5099;2482.5432;145.0405
5560;4835;1611.8596;-1383.7463
5389;5549;752.2636;-4079.4495
3191;5522;-769.54846;-1001.0741
3010;3904;1761.901;1243.2578
1;5729;-252.5228;1490.321
1313;2919;-556.88165;183.11696
2162;4594;1470.7322;1128.6467
549;4763;-777.72;-1237.4727
2758;3252;-881.0235;-916.69635
3641;3680;-1440.2675;-447.12674
2218;4723;2482.5432;145.0405
4622;4207;-1433.1409;-1110.3861
3806;4558;-138.31653;897.10706
2515;2723;-1782.4714;-1246.2667
5071;5477;1843.2861;-2685.5642
5559;5841;1255.3406;-1669.7698
3101;4651;-130.56827;-2194.1458
1333;3833;2507.4248;-219.00424
3550;5471;-216.95172;1346.1823
1256;2638;2805.5967;125.28699
1864;5251;-1125.9952;-202.09186
2160;5305;1806.935;-1226.2609
190;1403;-547.14056;1588.3806
1753;2714;-1772.1238;-889.9234
3089;3347;1484.7858;-244.0546
5110;3368;2332.734;-2232.5732
906;1538;1748.0321;-2664.988
568;3321;-407.49002;1697.5704
1651;4643;-1775.9604;-1418.0748
1137;2086;-1526.0269;2186.5825
1800;2453;-1074.3239;-1297.0371
617;3460;-1560.5305;-202.4927
724;5111;-1300.0132;2365.4807
4160;5441;-1508.1709;-1296.8649
309;4602;-1866.8759;-1422.6199
2815;5538;1653.5021;-1366.6619
1690;4796;-378.9741;1538.0482
2389;5396;1865.5135;-1220.684
2257;5520;-1441.686;-1360.3414
4143;5543;1680.67;-1498.3389
169;5885;-1324.1715;2416.5247
2326;2798;502.76053;3147.0933
7;5204;1519.7284;897.58075
316;2242;1242.8407;2540.8303
3763;4048;560.6237;60.983837
2379;2634;-654.6584;1497.203
671;5428;-592.0069;2687.9387
1997;4938;2363.352;-2275.9187
4517;5209;-695.19574;-829.78534
2985;4125;1047.5239;2061.5864
3617;3720;-1449.2251;-327.78604
211;1474;-1721.0264;-1360.6588
93;3321;-239.56627;1826.7095
276;4916;-1229.48;-180.43454
5104;1641;-1749.4816;-1406.7385
1370;5774;2589.0383;252.03308
4041;5277;-1455.2417;-1527.0654
190;2726;-547.14056;1588.3806
4916;5307;-1241.0137;-232.48653
1067;3789;-1274.2738;2438.1636
886;1785;-261.57242;1583.9113
1188;2041;-1764.2839;-1454.4318
4303;4938;2334.0925;-2207.7065
1164;5756;2630.2803;-295.05887
1122;3866;-283.80444;1601.7816
2044;4058;513.1511;-927.0796
1400;2041;-1594.3917;-1418.3286
1533;3744;-1913.2418;-665.26605
679;3178;-745.7064;-1183.6788
3696;5730;-312.244;1545.0925
2084;5830;-1443.2087;9.69023
2771;5857;1335.475;1065.1913
3302;3778;2008.8322;833.3178
3037;3674;1847.0242;-2655.1758
833;1175;2109.7483;714.3957
3660;5175;1675.2428;1243.1355
165;5560;1771.1229;-1231.879
277;4916;-1591.232;-356.42297
2839;2678;1208.6804;2489.1426
3242;5093;-1439.7063;2400.5151
1478;4916;-1544.6376;-286.63297
112;3399;2424.5242;222.28487
2646;2776;-1536.397;-411.27136
1289;5416;-1702.3177;-1122.3636
2337;3162;-1502.66;2377.473
2501;4874;-1190.9364;-132.07533
2515;2988;-1782.4714;-1246.2667
885;5089;-1493.4672;2317.5603
1831;2524;-1377.231;2376.3296
1822;4672;449.264;1076.4802
860;2923;159.095;2459.0334
630;1284;1643.1912;-593.10565
361;1202;1736.8649;-2796.9158
2060;2160;1748.5771;-1301.4136
565;4530;1820.4171;-551.6758
2351;5110;2356.4656;-2143.0554
3751;3833;2614.8901;-130.835
3236;3811;-3210.876;910.5648
1091;2219;-1272.7081;-351.77078
177;4172;556.2345;122.30891
2015;3377;-1288.2032;2474.713
1348;1988;-1923.0898;-564.38666
191;2441;59.17096;-535.5627
5539;5800;-633.73456;-510.6872
1331;5468;914.42694;-2412.1672
1660;2862;-1671.1821;-549.8644
195;5137;-1737.2361;-1459.6631
4320;4443;-1517.4916;2774.0164
4675;4916;-1312.8849;-260.66583
3411;2678;1202.3381;2544.6453
98;3817;-1348.9126;2304.3767
377;4954;232.22626;2430.5317
3180;3249;803.5537;-2418.8032
1122;4759;-283.80444;1601.7816
876;1632;-1083.9324;2396.749
2009;3230;-1424.5269;-428.72134
598;1123;-1278.2963;-404.6804
1931;3162;-1664.9237;2119.511
3576;3598;-1199.8495;-245.99281
1703;5225;1000.86053;2353.2366
2344;4110;-1658.719;240.34415
2715;3899;1035.3683;2425.748
765;5590;-1342.7373;-147.30984
1227;5799;1839.6653;-2505.2178
1908;2973;1775.0656;-543.8457
1651;5808;-1775.9604;-1418.0748
3952;4643;-940.243;-1376.5328
4470;5520;-1479.4137;-1136.4749
4228;4789;-736.08484;1469.205
2440;5120;-3431.285;794.17615
1145;5357;-546.5624;1432.5363
1062;2723;-1767.5298;-1305.3682
4217;5678;-414.4551;1658.979
3994;4296;1773.9071;-1383.9492
2515;3176;-1782.4714;-1246.2667
1067;1220;-1274.2738;2438.1636
2013;2218;1852.8312;-1157.0726
683;723;-948.22363;-1239.3445
3154;2218;2364.427;8.653143
3076;2632;-1815.1199;-1357.4285
1414;4901;-1715.9083;-1525.1558
3021;4919;-2136.0664;-554.86743
4307;5644;2386.1455;-106.49266
2518;2949;-1302.2585;-365.59058
3081;4328;-1327.6844;-295.06915
3665;4727;-1281.5546;2513.2568
502;5800;1294.4647;-931.4751
1285;4395;1275.2769;339.23276
516;5124;-1587.8704;-1451.6202
1076;4746;2348.2764;-66.525764
3506;4314;-315.28955;1601.2817
1236;5002;2532.9468;-145.78041
3023;4071;1680.6609;-1202.7963
2242;3031;1170.6152;2531.799
438;3774;1742.5206;976.1144
4478;5317;-485.07214;-163.3491
522;5108;-282.50626;2024.1515
155;1263;363.45453;2752.5286
2371;5144;-104.60786;491.87622
4516;1864;-342.0336;-495.4981
1370;1374;2589.0383;252.03308
873;5692;1673.8313;-1300.9252
1095;5066;-170.72311;-447.9431
1571;3679;-584.074;1428.5469
1000;3354;-1464.64;-0.68302035
1088;3170;-1503.8265;2631.378
799;4693;466.17432;-924.5278
4201;3957;-140.28674;1842.9894
307;5130;-567.20215;432.01974
3526;5486;536.6724;-663.865
531;1397;-484.87497;1504.6244
4878;5072;-1692.4623;-1439.4701
216;1199;2097.2842;816.4382
249;494;423.7412;-1986.5935
4720;5830;-821.2574;24.710707
191;2622;59.17096;-535.5627
387;1864;-1316.434;-218.13611
1582;5545;-179.55615;2040.3613
79;2929;-1570.8195;-1116.2926
888;3833;2656.222;-180.49007
2510;2633;1633.5897;1267.3342
1081;4209;1697.143;842.25793
2160;5119;1806.935;-1226.2609
403;2723;-1533.4886;-1239.7947
1074;5618;-68.42135;-772.5278
3033;5127;495.5406;55.66464
700;779;-288.295;1682.1006
377;860;232.22626;2430.5317
2462;4921;555.12164;-984.77356
1562;2289;910.84186;-2379.7046
3094;3439;-1026.1403;135.19385
4932;5329;1600.4298;-2673.342
2925;5321;-676.0403;1483.818
175;5345;-1487.1133;-294.7636
18;3495;-232.40015;-207.737
4458;4030;2639.3635;-131.10992
1997;2779;2363.352;-2275.9187
1340;4354;1606.2101;-1296.41
1570;2363;1576.4144;-2654.7998
4501;5093;-1240.8661;2267.6091
3541;3567;1743.6681;-2593.5266
1414;1711;-1715.9083;-1525.1558
3311;2218;2609.1963;232.41484
2480;2894;-953.6685;-1447.661
2621;5483;1665.8236;-2707.4954
1528;2158;590.6311;728.80536
884;4455;1098.2087;2486.6335
1675;5057;-1449.187;2513.9492
1184;4448;-544.49066;2660.5127
467;3703;825.4463;-866.4361
4589;4340;-1325.8672;-347.50433
2754;5708;-3455.3882;1058.4889
1332;3841;1696.1271;-566.74725
4413;5471;-204.648;1467.0647
297;4293;-1545.0315;2147.22
3719;3792;-647.82184;-164.47351
1324;5879;1415.8741;-2344.94
4508;4836;502.7702;-52.321877
1518;2534;1148.5066;2435.6807
2641;4959;85.74074;-6.9811764
4422;5772;-1327.0067;-66.608574
355;5808;-1844.1937;-1371.6046
329;4772;1157.6547;-1540.9739
1678;4113;-1010.7908;-1401.2031
3368;4303;2399.8066;-2082.9114
2100;2238;-3751.4443;718.92926
2559;3955;-387.95035;1645.9563
901;3768;-709.13074;1534.718
2617;3487;-1663.1715;-1615.5886
4140;4426;2466.4602;34.6173
3768;5705;-617.0029;1383.1642
2582;4853;-226.38763;-770.8131
3603;3696;-367.63525;1716.1198
1201;5804;2678.602;57.64491
4352;5867;1628.7737;-2529.5015
4920;5584;1649.6748;-1270.7081
1479;2633;1621.7178;1333.0133
1522;5612;1532.0492;804.82385
4032;5800;-1403.2952;-1218.8428
2;4016;1903.3188;-2572.1895
5102;5380;139.29373;-763.51825
270;1163;2342.9858;-163.43893
2355;3020;-1459.0968;-241.63106
3593;4728;823.8503;-2343.068
1400;3363;-1594.3917;-1418.3286
480;2792;-1420.1366;2463.0796
3488;4455;1018.4298;2594.4436
2685;5510;-438.40598;-1074.1342
993;1337;716.74457;-175.64348
1918;4694;1732.2832;-2545.3376
922;5538;1706.6915;-1265.6025
2830;2692;-477.30933;-1053.6743
648;2922;1664.364;-503.32547
2334;2524;-1109.886;2419.7505
2218;5774;2482.5432;145.0405
856;3379;-276.5244;54.896122
3205;4767;-1728.1547;-1640.5673
560;4920;1692.0262;-1320.4213
1074;5226;-68.42135;-772.5278
3974;5072;-1874.636;-1339.1202
1972;5866;-1044.8269;2334.0474
1470;2770;-1554.2404;-1350.7054
3099;5678;-1068.306;2230.9548
2138;2583;2470.106;182.52536
2055;4175;-597.83453;2726.3228
2778;4022;729.2804;129.79991
4687;5267;1044.3772;337.42987
1965;3305;-345.02084;1422.3087
1199;5413;1632.3491;822.99274
3489;5785;-1342.0388;2375.514
5324;2842;223.1815;2759.7642
2059;4023;-1344.8225;-1067.0013
4262;5857;1331.1349;1280.5859
3157;4395;1016.4797;195.68884
2332;4189;463.57214;-1184.1165
1181;184;535.0696;1690.501
2723;4032;-1333.2921;-1364.1779
4700;5178;-1425.135;-293.18555
1853;2723;-1555.8204;-1378.1868
208;2351;2295.8503;-2102.5627
917;2715;995.63403;2541.4905
1887;2454;669.55493;83.71074
1996;2249;-1449.1508;2436.146
5154;5866;-1056.1621;2447.5732
1796;4761;-1213.2004;2325.315
1341;5880;-1015.9657;-1281.2104
1474;2929;-1304.5948;-1115.2084
1796;2337;-1213.2004;2325.315
1632;4185;-1397.7102;2334.1
2139;3270;-1479.1478;-104.47384
436;2938;287.61035;-813.27966
4081;5643;-1357.9922;-1176.9661
3207;3797;-1480.3751;-182.62894
1511;2034;-325.1147;1673.1104
2689;5052;-1625.2808;-327.20535
1921;4274;-1605.7208;-72.246315
2681;5162;-351.6704;306.48358
113;1773;-1690.36;-1591.9689
1571;5718;-584.074;1428.5469
2226;5143;688.70874;270.1914
116;4107;746.093;-64.56425
195;5871;-1737.2361;-1459.6631
74;3231;-92.04527;868.1782
2117;4022;606.3053;159.98393
2681;2957;-351.6704;306.48358
112;5252;2424.5242;222.28487
2339;5430;-333.5084;1380.227
516;1371;-1587.8704;-1451.6202
1356;1388;-359.98486;382.801
5082;5820;1472.3778;1252.9932
3321;3957;-339.9582;1931.3501
4735;5243;1435.9518;1268.1635
1621;4598;-1369.8071;2253.714
521;3450;2505.0388;-17.669134
1574;4886;2703.2527;300.75085
2025;4693;532.8639;-952.4336
2166;5907;1714.3245;-2816.075
4525;5726;-1661.3217;-1207.1123
837;1711;-1496.1736;-1362.7114
2673;3185;-310.3976;1941.4784
2088;3985;1709.9572;-593.15424
4653;5666;916.26355;1760.821
4978;5154;-1007.09656;2518.656
3671;5188;-288.122;1995.7694
1766;5871;-1673.2786;-1473.7748
1356;5162;-359.98486;382.801
2899;4680;-1262.0177;2636.2217
208;5036;2295.8503;-2102.5627
4965;5489;-588.5815;-945.1058
2925;3621;-676.0403;1483.818
4018;4921;424.5095;-940.5904
2063;2625;-79.03436;2615.9368
5357;5729;-414.14365;1557.056
1288;5125;-1524.6982;-333.69318
1583;1993;2206.2961;-563.1931
3037;3448;1847.0242;-2655.1758
1534;1845;2440.7542;-2151.0737
112;1833;2424.5242;222.28487
3099;5431;-1068.306;2230.9548
1440;4618;-1491.0171;-1273.9634
2753;5441;-1789.0068;-456.7851
1651;2173;-1775.9604;-1418.0748
3089;3845;1484.7858;-244.0546
750;1051;1607.3839;-2748.0913
2723;4622;-1333.2921;-1364.1779
1061;2060;1622.1484;-1330.5651
4269;5426;2546.4387;293.16254
1328;5729;-281.58026;1475.8722
393;2607;-888.2904;-404.9822
2303;4447;2492.8667;30.045582
3014;3033;622.216;13.284977
5066;5767;-675.14294;-286.3364
2901;2251;1746.5828;-459.97406
2817;4721;-415.26474;1635.3931
1263;1626;1751.1094;-1147.5543
1263;1456;1751.1094;-1147.5543
2296;3220;1558.2527;-2632.2488
3919;4907;703.53015;-672.03015
357;4771;2133.4556;941.62994
3008;3236;-3427.5955;856.896
516;2906;-1587.8704;-1451.6202
686;5538;1682.1411;-1258.5292
1327;4395;903.2166;267.8254
1864;5796;-1125.9952;-202.09186
1637;3954;386.91757;-865.01074
5093;5855;-1257.7217;2380.2427
1984;4081;-1695.7177;-1562.6747
2330;4071;1664.1741;-1328.1791
3402;5700;-967.29315;-441.6831
4135;4406;-1456.0831;-1242.523
1915;5726;-1729.4045;-1245.1039
315;2469;451.52448;3237.9355
1774;5326;-695.485;-1180.0403
3079;5494;1673.0242;-2577.8396
2874;5559;1132.4746;-1572.6162
1074;1777;-68.42135;-772.5278
2929;3118;-1675.2252;-1339.2831
1572;2698;1246.6471;-638.5189
880;1127;-1804.3329;-1296.7834
1610;5575;3140.3303;-323.73373
992;4618;-1589.0205;-1516.1794
2771;4219;1335.475;1065.1913
4080;5826;-922.87946;-1300.9045
508;4487;512.0476;3314.8716
1294;4652;-139.60318;-40.563572
3268;3617;-1434.2848;-211.95543
2410;3130;154.06494;2579.8503
3270;4429;-1363.8463;-196.60437
137;4942;-585.8962;-52.27025
2061;4136;562.682;-668.94666
777;5206;1690.9957;-912.72955
726;5076;-1538.7758;-1320.035
4745;5485;2406.7288;-2199.732
4162;5903;-1994.1366;-593.12714
726;4857;-1538.7758;-1320.035
2160;2331;1806.935;-1226.2609
2088;2706;1709.9572;-593.15424
3479;4278;599.7436;37.447
2957;1865;-325.7014;266.25995
2437;4708;2372.9954;84.63038
2347;5900;1870.443;-1294.0332
687;1142;-1647.4249;2698.7114
190;5168;-547.14056;1588.3806
708;4318;856.46564;265.62427
108;2171;-1631.3109;1983.5005
2698;3538;1624.6809;-534.69617
17;521;2741.9963;-132.6317
168;919;1742.2739;112.82879
3242;3684;-1439.7063;2400.5151
2831;5743;-1564.1251;-368.93774
2783;5861;2544.3044;151.38567
727;2060;1826.2068;-1251.7288
1547;5455;-981.93085;2463.647
4835;5543;1759.6958;-1360.4934
1403;1690;-361.43134;1649.8308
160;748;1683.0349;-1345.344
659;5701;-1447.816;-1559.4712
3541;4775;1743.6681;-2593.5266
5082;5836;1472.3778;1252.9932
346;1374;2678.2466;160.73369
621;3873;2288.1277;493.7444
4243;4459;-1888.9501;-602.9896
3475;5146;742.7694;913.8008
147;906;1688.589;-2658.66
1602;4073;1674.0385;-2631.8723
2624;5252;2627.2676;213.02213
5102;1672;139.29373;-763.51825
4112;5051;1081.3073;2459.1033
1252;1980;-64.57633;2532.829
3020;4459;-1440.537;-393.06894
736;5729;-1191.8947;2606.5442
2141;4193;-709.38776;1477.9521
5524;3999;-1012.06256;-1344.8059
1831;3374;-1377.231;2376.3296
1089;3908;-3914.7747;4203.2114
2485;5151;-892.13275;-1362.6686
4133;4902;2870.3445;-29.291943
3667;3833;2632.2605;232.72653
434;1609;670.0284;-1205.8424
5560;5900;1611.8596;-1383.7463
2151;5567;-155.2168;-845.96606
2658;3680;-1300.7775;-194.9594
4294;4349;-924.95917;-457.3347
1609;5655;476.00763;-1046.1512
1224;4680;-1394.5934;2625.0027
4747;5483;1685.4863;-2604.038
2189;2377;-1104.4891;-126.85113
4265;4535;-1642.5728;-1000.3776
3911;5662;2390.2214;273.3797
3841;4308;1521.4102;-517.8161
719;2216;1138.9434;2540.7744
240;3291;-3362.0688;788.2895
458;3002;-3666.4163;872.89374
130;3719;-496.73828;91.98562
2792;3684;-1392.0394;2443.664
2203;4792;-286.00006;416.03824
2726;3211;-192.93501;1556.2361
275;2049;1136.8275;64.668304
2076;4506;1521.9482;1100.4281
2153;4081;-983.9966;-1261.1744
1036;5800;221.56673;545.7254
3326;5118;739.111;222.32388
4866;5600;1390.3812;571.31445
492;5882;-1435.1271;-514.02893
1488;4497;878.15344;-916.03784
3308;5285;1692.1505;-1394.7811
599;3379;-227.69942;108.09046
3523;5543;1779.2113;-1338.5255
825;5237;-2056.2205;-595.779
4082;5690;2501.677;290.17493
4408;4673;-447.18677;-540.2891
426;1215;-422.47998;1496.4912
1651;5124;-1775.9604;-1418.0748
1590;2612;-658.5251;1356.372
3391;4262;1377.9188;1276.5571
2418;2900;322.18793;557.5706
211;2547;-1721.0264;-1360.6588
577;4509;349.45233;-1050.168
4120;5867;1651.683;-2659.036
1439;2013;1963.8094;-1477.0092
3547;5870;-1490.1261;-273.46643
654;1557;703.79706;534.10596
3497;3850;48.051975;-42.402996
1766;3414;-1673.2786;-1473.7748
1202;3492;1657.0836;-2808.9417
2524;1368;-1240.7522;2519.671
3057;873;1802.4866;-1140.3531
4835;5584;1759.6958;-1360.4934
688;1972;-132.63808;992.0931
2179;3236;-3335.0908;885.5835
2172;2715;1059.4174;2313.206
1599;1958;-20.061327;963.8583
1091;3051;-1272.7081;-351.77078
2095;4495;2041.2365;1003.9264
3545;5205;221.84404;-289.1225
4023;5826;-903.05634;-1265.1527
2324;5346;-1576.8671;-252.92343
409;4733;7.1981664;-2253.0642
4187;1882;2010.5095;597.67365
224;4714;941.6197;-4670.7583
92;2846;1774.071;-576.4975
