Source;Target;Type;Id;Label;Weight
1634;1864;Undirected;12358;;1
816;3902;Undirected;12359;;1
2876;4146;Undirected;12360;;1
453;4694;Undirected;12361;;1
641;1680;Undirected;12362;;1
1324;2386;Undirected;12363;;1
3076;4602;Undirected;12364;;1
1812;2815;Undirected;12365;;1
3833;4397;Undirected;12366;;1
3038;3145;Undirected;12367;;1
913;4190;Undirected;12368;;1
315;5825;Undirected;12369;;1
1864;3164;Undirected;12370;;1
3209;3113;Undirected;12371;;1
3007;5873;Undirected;12372;;1
1908;2204;Undirected;12373;;1
1800;4080;Undirected;12374;;1
504;2134;Undirected;12375;;1
2218;5099;Undirected;12376;;1
5560;4835;Undirected;12377;;1
5389;5549;Undirected;12378;;1
3191;5522;Undirected;12379;;1
3010;3904;Undirected;12380;;1
1;5729;Undirected;12381;;1
1313;2919;Undirected;12382;;1
2162;4594;Undirected;12383;;1
549;4763;Undirected;12384;;1
2758;3252;Undirected;12385;;1
3641;3680;Undirected;12386;;1
2218;4723;Undirected;12387;;1
4622;4207;Undirected;12388;;1
3806;4558;Undirected;12389;;1
2515;2723;Undirected;12390;;1
5071;5477;Undirected;12391;;1
5559;5841;Undirected;12392;;1
3101;4651;Undirected;12393;;1
1333;3833;Undirected;12394;;1
3550;5471;Undirected;12395;;1
1256;2638;Undirected;12396;;1
1864;5251;Undirected;12397;;1
2160;5305;Undirected;12398;;1
190;1403;Undirected;12399;;1
1753;2714;Undirected;12400;;1
3089;3347;Undirected;12401;;1
5110;3368;Undirected;12402;;1
906;1538;Undirected;12403;;1
568;3321;Undirected;12404;;1
1651;4643;Undirected;12405;;1
1137;2086;Undirected;12406;;1
1800;2453;Undirected;12407;;1
617;3460;Undirected;12408;;1
724;5111;Undirected;12409;;1
4160;5441;Undirected;12410;;1
309;4602;Undirected;12411;;1
2815;5538;Undirected;12412;;1
1690;4796;Undirected;12413;;1
2389;5396;Undirected;12414;;1
2257;5520;Undirected;12415;;1
4143;5543;Undirected;12416;;1
169;5885;Undirected;12417;;1
2326;2798;Undirected;12418;;1
7;5204;Undirected;12419;;1
316;2242;Undirected;12420;;1
3763;4048;Undirected;12421;;1
2379;2634;Undirected;12422;;1
671;5428;Undirected;12423;;1
1997;4938;Undirected;12424;;1
4517;5209;Undirected;12425;;1
2985;4125;Undirected;12426;;1
3617;3720;Undirected;12427;;1
211;1474;Undirected;12428;;1
93;3321;Undirected;12429;;1
276;4916;Undirected;12430;;1
5104;1641;Undirected;12431;;1
1370;5774;Undirected;12432;;1
4041;5277;Undirected;12433;;1
190;2726;Undirected;12434;;1
4916;5307;Undirected;12435;;1
1067;3789;Undirected;12436;;1
886;1785;Undirected;12437;;1
1188;2041;Undirected;12438;;1
4303;4938;Undirected;12439;;1
1164;5756;Undirected;12440;;1
1122;3866;Undirected;12441;;1
2044;4058;Undirected;12442;;1
1400;2041;Undirected;12443;;1
1533;3744;Undirected;12444;;1
679;3178;Undirected;12445;;1
3696;5730;Undirected;12446;;1
2084;5830;Undirected;12447;;1
2771;5857;Undirected;12448;;1
3302;3778;Undirected;12449;;1
3037;3674;Undirected;12450;;1
833;1175;Undirected;12451;;1
3660;5175;Undirected;12452;;1
165;5560;Undirected;12453;;1
277;4916;Undirected;12454;;1
2839;2678;Undirected;12455;;1
3242;5093;Undirected;12456;;1
1478;4916;Undirected;12457;;1
112;3399;Undirected;12458;;1
2646;2776;Undirected;12459;;1
1289;5416;Undirected;12460;;1
2337;3162;Undirected;12461;;1
2501;4874;Undirected;12462;;1
2515;2988;Undirected;12463;;1
885;5089;Undirected;12464;;1
1831;2524;Undirected;12465;;1
1822;4672;Undirected;12466;;1
860;2923;Undirected;12467;;1
630;1284;Undirected;12468;;1
361;1202;Undirected;12469;;1
2060;2160;Undirected;12470;;1
565;4530;Undirected;12471;;1
2351;5110;Undirected;12472;;1
3751;3833;Undirected;12473;;1
3236;3811;Undirected;12474;;1
1091;2219;Undirected;12475;;1
177;4172;Undirected;12476;;1
2015;3377;Undirected;12477;;1
1348;1988;Undirected;12478;;1
191;2441;Undirected;12479;;1
5539;5800;Undirected;12480;;1
1331;5468;Undirected;12481;;1
1660;2862;Undirected;12482;;1
195;5137;Undirected;12483;;1
4320;4443;Undirected;12484;;1
4675;4916;Undirected;12485;;1
3411;2678;Undirected;12486;;1
98;3817;Undirected;12487;;1
377;4954;Undirected;12488;;1
3180;3249;Undirected;12489;;1
1122;4759;Undirected;12490;;1
876;1632;Undirected;12491;;1
2009;3230;Undirected;12492;;1
598;1123;Undirected;12493;;1
1931;3162;Undirected;12494;;1
3576;3598;Undirected;12495;;1
1703;5225;Undirected;12496;;1
2344;4110;Undirected;12497;;1
2715;3899;Undirected;12498;;1
765;5590;Undirected;12499;;1
1227;5799;Undirected;12500;;1
1908;2973;Undirected;12501;;1
1651;5808;Undirected;12502;;1
3952;4643;Undirected;12503;;1
4470;5520;Undirected;12504;;1
4228;4789;Undirected;12505;;1
2440;5120;Undirected;12506;;1
1145;5357;Undirected;12507;;1
1062;2723;Undirected;12508;;1
4217;5678;Undirected;12509;;1
3994;4296;Undirected;12510;;1
2515;3176;Undirected;12511;;1
1067;1220;Undirected;12512;;1
2013;2218;Undirected;12513;;1
683;723;Undirected;12514;;1
3154;2218;Undirected;12515;;1
3076;2632;Undirected;12516;;1
1414;4901;Undirected;12517;;1
3021;4919;Undirected;12518;;1
4307;5644;Undirected;12519;;1
2518;2949;Undirected;12520;;1
3081;4328;Undirected;12521;;1
3665;4727;Undirected;12522;;1
502;5800;Undirected;12523;;1
1285;4395;Undirected;12524;;1
516;5124;Undirected;12525;;1
1076;4746;Undirected;12526;;1
3506;4314;Undirected;12527;;1
1236;5002;Undirected;12528;;1
3023;4071;Undirected;12529;;1
2242;3031;Undirected;12530;;1
438;3774;Undirected;12531;;1
4478;5317;Undirected;12532;;1
522;5108;Undirected;12533;;1
155;1263;Undirected;12534;;1
2371;5144;Undirected;12535;;1
4516;1864;Undirected;12536;;1
1370;1374;Undirected;12537;;1
873;5692;Undirected;12538;;1
1095;5066;Undirected;12539;;1
1571;3679;Undirected;12540;;1
1000;3354;Undirected;12541;;1
1088;3170;Undirected;12542;;1
799;4693;Undirected;12543;;1
4201;3957;Undirected;12544;;1
307;5130;Undirected;12545;;1
3526;5486;Undirected;12546;;1
531;1397;Undirected;12547;;1
4878;5072;Undirected;12548;;1
216;1199;Undirected;12549;;1
249;494;Undirected;12550;;1
4720;5830;Undirected;12551;;1
191;2622;Undirected;12552;;1
387;1864;Undirected;12553;;1
1582;5545;Undirected;12554;;1
79;2929;Undirected;12555;;1
888;3833;Undirected;12556;;1
2510;2633;Undirected;12557;;1
1081;4209;Undirected;12558;;1
2160;5119;Undirected;12559;;1
403;2723;Undirected;12560;;1
1074;5618;Undirected;12561;;1
3033;5127;Undirected;12562;;1
700;779;Undirected;12563;;1
377;860;Undirected;12564;;1
2462;4921;Undirected;12565;;1
1562;2289;Undirected;12566;;1
3094;3439;Undirected;12567;;1
4932;5329;Undirected;12568;;1
2925;5321;Undirected;12569;;1
175;5345;Undirected;12570;;1
18;3495;Undirected;12571;;1
4458;4030;Undirected;12572;;1
1997;2779;Undirected;12573;;1
1340;4354;Undirected;12574;;1
1570;2363;Undirected;12575;;1
4501;5093;Undirected;12576;;1
3541;3567;Undirected;12577;;1
1414;1711;Undirected;12578;;1
3311;2218;Undirected;12579;;1
2480;2894;Undirected;12580;;1
2621;5483;Undirected;12581;;1
1528;2158;Undirected;12582;;1
884;4455;Undirected;12583;;1
1675;5057;Undirected;12584;;1
1184;4448;Undirected;12585;;1
467;3703;Undirected;12586;;1
4589;4340;Undirected;12587;;1
2754;5708;Undirected;12588;;1
1332;3841;Undirected;12589;;1
4413;5471;Undirected;12590;;1
297;4293;Undirected;12591;;1
3719;3792;Undirected;12592;;1
1324;5879;Undirected;12593;;1
4508;4836;Undirected;12594;;1
1518;2534;Undirected;12595;;1
2641;4959;Undirected;12596;;1
4422;5772;Undirected;12597;;1
355;5808;Undirected;12598;;1
329;4772;Undirected;12599;;1
1678;4113;Undirected;12600;;1
3368;4303;Undirected;12601;;1
2100;2238;Undirected;12602;;1
2559;3955;Undirected;12603;;1
901;3768;Undirected;12604;;1
2617;3487;Undirected;12605;;1
4140;4426;Undirected;12606;;1
3768;5705;Undirected;12607;;1
2582;4853;Undirected;12608;;1
3603;3696;Undirected;12609;;1
1201;5804;Undirected;12610;;1
4352;5867;Undirected;12611;;1
4920;5584;Undirected;12612;;1
1479;2633;Undirected;12613;;1
1522;5612;Undirected;12614;;1
4032;5800;Undirected;12615;;1
2;4016;Undirected;12616;;1
5102;5380;Undirected;12617;;1
270;1163;Undirected;12618;;1
2355;3020;Undirected;12619;;1
3593;4728;Undirected;12620;;1
1400;3363;Undirected;12621;;1
480;2792;Undirected;12622;;1
3488;4455;Undirected;12623;;1
2685;5510;Undirected;12624;;1
993;1337;Undirected;12625;;1
1918;4694;Undirected;12626;;1
922;5538;Undirected;12627;;1
2830;2692;Undirected;12628;;1
648;2922;Undirected;12629;;1
2334;2524;Undirected;12630;;1
2218;5774;Undirected;12631;;1
856;3379;Undirected;12632;;1
3205;4767;Undirected;12633;;1
560;4920;Undirected;12634;;1
1074;5226;Undirected;12635;;1
3974;5072;Undirected;12636;;1
1972;5866;Undirected;12637;;1
1470;2770;Undirected;12638;;1
3099;5678;Undirected;12639;;1
2138;2583;Undirected;12640;;1
2055;4175;Undirected;12641;;1
2778;4022;Undirected;12642;;1
4687;5267;Undirected;12643;;1
1965;3305;Undirected;12644;;1
1199;5413;Undirected;12645;;1
3489;5785;Undirected;12646;;1
5324;2842;Undirected;12647;;1
2059;4023;Undirected;12648;;1
4262;5857;Undirected;12649;;1
3157;4395;Undirected;12650;;1
2332;4189;Undirected;12651;;1
1181;184;Undirected;12652;;1
2723;4032;Undirected;12653;;1
4700;5178;Undirected;12654;;1
1853;2723;Undirected;12655;;1
208;2351;Undirected;12656;;1
917;2715;Undirected;12657;;1
1887;2454;Undirected;12658;;1
1996;2249;Undirected;12659;;1
5154;5866;Undirected;12660;;1
1796;4761;Undirected;12661;;1
1341;5880;Undirected;12662;;1
1474;2929;Undirected;12663;;1
1796;2337;Undirected;12664;;1
1632;4185;Undirected;12665;;1
2139;3270;Undirected;12666;;1
436;2938;Undirected;12667;;1
4081;5643;Undirected;12668;;1
3207;3797;Undirected;12669;;1
1511;2034;Undirected;12670;;1
2689;5052;Undirected;12671;;1
1921;4274;Undirected;12672;;1
2681;5162;Undirected;12673;;1
113;1773;Undirected;12674;;1
1571;5718;Undirected;12675;;1
2226;5143;Undirected;12676;;1
116;4107;Undirected;12677;;1
195;5871;Undirected;12678;;1
74;3231;Undirected;12679;;1
2117;4022;Undirected;12680;;1
2681;2957;Undirected;12681;;1
112;5252;Undirected;12682;;1
2339;5430;Undirected;12683;;1
516;1371;Undirected;12684;;1
1356;1388;Undirected;12685;;1
5082;5820;Undirected;12686;;1
3321;3957;Undirected;12687;;1
4735;5243;Undirected;12688;;1
1621;4598;Undirected;12689;;1
521;3450;Undirected;12690;;1
1574;4886;Undirected;12691;;1
2025;4693;Undirected;12692;;1
2166;5907;Undirected;12693;;1
4525;5726;Undirected;12694;;1
837;1711;Undirected;12695;;1
2673;3185;Undirected;12696;;1
2088;3985;Undirected;12697;;1
4653;5666;Undirected;12698;;1
4978;5154;Undirected;12699;;1
3671;5188;Undirected;12700;;1
1766;5871;Undirected;12701;;1
1356;5162;Undirected;12702;;1
2899;4680;Undirected;12703;;1
208;5036;Undirected;12704;;1
4965;5489;Undirected;12705;;1
2925;3621;Undirected;12706;;1
4018;4921;Undirected;12707;;1
2063;2625;Undirected;12708;;1
5357;5729;Undirected;12709;;1
1288;5125;Undirected;12710;;1
1583;1993;Undirected;12711;;1
3037;3448;Undirected;12712;;1
1534;1845;Undirected;12713;;1
112;1833;Undirected;12714;;1
3099;5431;Undirected;12715;;1
1440;4618;Undirected;12716;;1
2753;5441;Undirected;12717;;1
1651;2173;Undirected;12718;;1
3089;3845;Undirected;12719;;1
750;1051;Undirected;12720;;1
2723;4622;Undirected;12721;;1
1061;2060;Undirected;12722;;1
4269;5426;Undirected;12723;;1
1328;5729;Undirected;12724;;1
393;2607;Undirected;12725;;1
2303;4447;Undirected;12726;;1
3014;3033;Undirected;12727;;1
5066;5767;Undirected;12728;;1
2901;2251;Undirected;12729;;1
2817;4721;Undirected;12730;;1
1263;1626;Undirected;12731;;1
1263;1456;Undirected;12732;;1
2296;3220;Undirected;12733;;1
3919;4907;Undirected;12734;;1
357;4771;Undirected;12735;;1
3008;3236;Undirected;12736;;1
516;2906;Undirected;12737;;1
686;5538;Undirected;12738;;1
1327;4395;Undirected;12739;;1
1864;5796;Undirected;12740;;1
1637;3954;Undirected;12741;;1
5093;5855;Undirected;12742;;1
1984;4081;Undirected;12743;;1
2330;4071;Undirected;12744;;1
3402;5700;Undirected;12745;;1
4135;4406;Undirected;12746;;1
1915;5726;Undirected;12747;;1
315;2469;Undirected;12748;;1
1774;5326;Undirected;12749;;1
3079;5494;Undirected;12750;;1
2874;5559;Undirected;12751;;1
1074;1777;Undirected;12752;;1
2929;3118;Undirected;12753;;1
1572;2698;Undirected;12754;;1
880;1127;Undirected;12755;;1
1610;5575;Undirected;12756;;1
992;4618;Undirected;12757;;1
2771;4219;Undirected;12758;;1
4080;5826;Undirected;12759;;1
508;4487;Undirected;12760;;1
1294;4652;Undirected;12761;;1
3268;3617;Undirected;12762;;1
2410;3130;Undirected;12763;;1
3270;4429;Undirected;12764;;1
137;4942;Undirected;12765;;1
2061;4136;Undirected;12766;;1
777;5206;Undirected;12767;;1
726;5076;Undirected;12768;;1
4745;5485;Undirected;12769;;1
4162;5903;Undirected;12770;;1
726;4857;Undirected;12771;;1
2160;2331;Undirected;12772;;1
2088;2706;Undirected;12773;;1
3479;4278;Undirected;12774;;1
2957;1865;Undirected;12775;;1
2437;4708;Undirected;12776;;1
2347;5900;Undirected;12777;;1
687;1142;Undirected;12778;;1
190;5168;Undirected;12779;;1
708;4318;Undirected;12780;;1
108;2171;Undirected;12781;;1
2698;3538;Undirected;12782;;1
17;521;Undirected;12783;;1
168;919;Undirected;12784;;1
3242;3684;Undirected;12785;;1
2831;5743;Undirected;12786;;1
2783;5861;Undirected;12787;;1
727;2060;Undirected;12788;;1
1547;5455;Undirected;12789;;1
4835;5543;Undirected;12790;;1
1403;1690;Undirected;12791;;1
160;748;Undirected;12792;;1
659;5701;Undirected;12793;;1
3541;4775;Undirected;12794;;1
5082;5836;Undirected;12795;;1
346;1374;Undirected;12796;;1
621;3873;Undirected;12797;;1
4243;4459;Undirected;12798;;1
3475;5146;Undirected;12799;;1
147;906;Undirected;12800;;1
1602;4073;Undirected;12801;;1
2624;5252;Undirected;12802;;1
5102;1672;Undirected;12803;;1
4112;5051;Undirected;12804;;1
1252;1980;Undirected;12805;;1
3020;4459;Undirected;12806;;1
736;5729;Undirected;12807;;1
2141;4193;Undirected;12808;;1
5524;3999;Undirected;12809;;1
1831;3374;Undirected;12810;;1
1089;3908;Undirected;12811;;1
2485;5151;Undirected;12812;;1
4133;4902;Undirected;12813;;1
3667;3833;Undirected;12814;;1
434;1609;Undirected;12815;;1
5560;5900;Undirected;12816;;1
2151;5567;Undirected;12817;;1
2658;3680;Undirected;12818;;1
4294;4349;Undirected;12819;;1
1609;5655;Undirected;12820;;1
1224;4680;Undirected;12821;;1
4747;5483;Undirected;12822;;1
2189;2377;Undirected;12823;;1
4265;4535;Undirected;12824;;1
3911;5662;Undirected;12825;;1
3841;4308;Undirected;12826;;1
719;2216;Undirected;12827;;1
240;3291;Undirected;12828;;1
458;3002;Undirected;12829;;1
130;3719;Undirected;12830;;1
2792;3684;Undirected;12831;;1
2203;4792;Undirected;12832;;1
2726;3211;Undirected;12833;;1
275;2049;Undirected;12834;;1
2076;4506;Undirected;12835;;1
2153;4081;Undirected;12836;;1
1036;5800;Undirected;12837;;1
3326;5118;Undirected;12838;;1
4866;5600;Undirected;12839;;1
492;5882;Undirected;12840;;1
1488;4497;Undirected;12841;;1
3308;5285;Undirected;12842;;1
599;3379;Undirected;12843;;1
3523;5543;Undirected;12844;;1
825;5237;Undirected;12845;;1
4082;5690;Undirected;12846;;1
4408;4673;Undirected;12847;;1
426;1215;Undirected;12848;;1
1651;5124;Undirected;12849;;1
1590;2612;Undirected;12850;;1
3391;4262;Undirected;12851;;1
2418;2900;Undirected;12852;;1
211;2547;Undirected;12853;;1
577;4509;Undirected;12854;;1
4120;5867;Undirected;12855;;1
1439;2013;Undirected;12856;;1
3547;5870;Undirected;12857;;1
654;1557;Undirected;12858;;1
3497;3850;Undirected;12859;;1
1766;3414;Undirected;12860;;1
1202;3492;Undirected;12861;;1
2524;1368;Undirected;12862;;1
3057;873;Undirected;12863;;1
4835;5584;Undirected;12864;;1
688;1972;Undirected;12865;;1
2179;3236;Undirected;12866;;1
2172;2715;Undirected;12867;;1
1599;1958;Undirected;12868;;1
1091;3051;Undirected;12869;;1
2095;4495;Undirected;12870;;1
3545;5205;Undirected;12871;;1
4023;5826;Undirected;12872;;1
2324;5346;Undirected;12873;;1
409;4733;Undirected;12874;;1
4187;1882;Undirected;12875;;1
224;4714;Undirected;12876;;1
92;2846;Undirected;12877;;1
175;3042;Undirected;12878;;1
3308;3752;Undirected;12879;;1
668;5388;Undirected;12880;;1
2929;5701;Undirected;12881;;1
2450;2709;Undirected;12882;;1
1676;5866;Undirected;12883;;1
3094;4217;Undirected;12884;;1
397;2590;Undirected;12885;;1
1526;4844;Undirected;12886;;1
815;4878;Undirected;12887;;1
1288;3617;Undirected;12888;;1
937;1690;Undirected;12889;;1
2688;4362;Undirected;12890;;1
5000;5644;Undirected;12891;;1
4992;2540;Undirected;12892;;1
3288;3667;Undirected;12893;;1
2153;4570;Undirected;12894;;1
3042;4150;Undirected;12895;;1
4661;5867;Undirected;12896;;1
72;1675;Undirected;12897;;1
2105;5001;Undirected;12898;;1
1908;2354;Undirected;12899;;1
3599;4214;Undirected;12900;;1
4901;5636;Undirected;12901;;1
1148;4087;Undirected;12902;;1
433;3413;Undirected;12903;;1
1662;3318;Undirected;12904;;1
361;4244;Undirected;12905;;1
2160;5900;Undirected;12906;;1
2957;3395;Undirected;12907;;1
4032;5643;Undirected;12908;;1
837;4406;Undirected;12909;;1
631;4097;Undirected;12910;;1
1649;3236;Undirected;12911;;1
2332;3677;Undirected;12912;;1
919;4426;Undirected;12913;;1
74;334;Undirected;12914;;1
1651;5421;Undirected;12915;;1
5091;5800;Undirected;12916;;1
1651;3336;Undirected;12917;;1
727;2160;Undirected;12918;;1
190;4005;Undirected;12919;;1
3986;4894;Undirected;12920;;1
1909;3929;Undirected;12921;;1
1093;1407;Undirected;12922;;1
4622;5079;Undirected;12923;;1
3219;3263;Undirected;12924;;1
2013;4036;Undirected;12925;;1
3039;3048;Undirected;12926;;1
3833;4353;Undirected;12927;;1
2366;2746;Undirected;12928;;1
1849;4197;Undirected;12929;;1
3453;4726;Undirected;12930;;1
1614;4096;Undirected;12931;;1
2230;4749;Undirected;12932;;1
699;5341;Undirected;12933;;1
2330;5417;Undirected;12934;;1
4160;5124;Undirected;12935;;1
2143;4307;Undirected;12936;;1
98;3263;Undirected;12937;;1
4204;3627;Undirected;12938;;1
3668;4906;Undirected;12939;;1
3704;3748;Undirected;12940;;1
2708;5799;Undirected;12941;;1
1538;3541;Undirected;12942;;1
3233;5902;Undirected;12943;;1
98;1067;Undirected;12944;;1
1600;3326;Undirected;12945;;1
579;541;Undirected;12946;;1
3281;5310;Undirected;12947;;1
1639;1374;Undirected;12948;;1
1882;2604;Undirected;12949;;1
3883;4185;Undirected;12950;;1
521;675;Undirected;12951;;1
544;3079;Undirected;12952;;1
3271;4585;Undirected;12953;;1
1592;3580;Undirected;12954;;1
1033;5879;Undirected;12955;;1
3337;4419;Undirected;12956;;1
4070;4670;Undirected;12957;;1
1288;5480;Undirected;12958;;1
2452;3129;Undirected;12959;;1
247;461;Undirected;12960;;1
3451;4602;Undirected;12961;;1
581;1042;Undirected;12962;;1
1196;4906;Undirected;12963;;1
1709;3176;Undirected;12964;;1
371;1707;Undirected;12965;;1
503;598;Undirected;12966;;1
1093;4409;Undirected;12967;;1
1632;4870;Undirected;12968;;1
1769;4898;Undirected;12969;;1
710;4447;Undirected;12970;;1
2026;2453;Undirected;12971;;1
2072;5055;Undirected;12972;;1
2314;2426;Undirected;12973;;1
1920;4748;Undirected;12974;;1
4204;1474;Undirected;12975;;1
1864;2855;Undirected;12976;;1
4427;5489;Undirected;12977;;1
1414;2770;Undirected;12978;;1
123;3110;Undirected;12979;;1
784;5724;Undirected;12980;;1
3269;3707;Undirected;12981;;1
1616;769;Undirected;12982;;1
1843;4220;Undirected;12983;;1
848;3665;Undirected;12984;;1
155;5848;Undirected;12985;;1
1371;3709;Undirected;12986;;1
346;3202;Undirected;12987;;1
2741;4954;Undirected;12988;;1
3881;4233;Undirected;12989;;1
1145;2034;Undirected;12990;;1
1849;3099;Undirected;12991;;1
1190;3888;Undirected;12992;;1
3578;5346;Undirected;12993;;1
1793;3799;Undirected;12994;;1
1506;5800;Undirected;12995;;1
4108;5769;Undirected;12996;;1
1864;3085;Undirected;12997;;1
837;2535;Undirected;12998;;1
722;5666;Undirected;12999;;1
3720;4076;Undirected;13000;;1
389;442;Undirected;13001;;1
130;2777;Undirected;13002;;1
495;3202;Undirected;13003;;1
1159;1708;Undirected;13004;;1
1232;3546;Undirected;13005;;1
2890;3256;Undirected;13006;;1
2116;5263;Undirected;13007;;1
2239;2356;Undirected;13008;;1
3536;3801;Undirected;13009;;1
3949;5612;Undirected;13010;;1
3580;5252;Undirected;13011;;1
1613;3391;Undirected;13012;;1
5605;5666;Undirected;13013;;1
705;967;Undirected;13014;;1
1065;3299;Undirected;13015;;1
1712;3991;Undirected;13016;;1
1344;3374;Undirected;13017;;1
1493;3743;Undirected;13018;;1
1364;2693;Undirected;13019;;1
555;3045;Undirected;13020;;1
3363;5414;Undirected;13021;;1
2633;4506;Undirected;13022;;1
1366;1003;Undirected;13023;;1
1249;5538;Undirected;13024;;1
3319;5772;Undirected;13025;;1
735;1529;Undirected;13026;;1
2402;5560;Undirected;13027;;1
477;3794;Undirected;13028;;1
218;2253;Undirected;13029;;1
2363;3313;Undirected;13030;;1
2861;5317;Undirected;13031;;1
2969;5374;Undirected;13032;;1
3799;5441;Undirected;13033;;1
3335;5277;Undirected;13034;;1
873;3630;Undirected;13035;;1
371;4718;Undirected;13036;;1
1864;2618;Undirected;13037;;1
55;1500;Undirected;13038;;1
3008;4105;Undirected;13039;;1
1096;1939;Undirected;13040;;1
0;876;Undirected;13041;;1
1077;1374;Undirected;13042;;1
2385;5790;Undirected;13043;;1
2572;4972;Undirected;13044;;1
549;5682;Undirected;13045;;1
727;5584;Undirected;13046;;1
2736;3094;Undirected;13047;;1
470;5158;Undirected;13048;;1
2061;5473;Undirected;13049;;1
112;2336;Undirected;13050;;1
4249;5099;Undirected;13051;;1
1717;4726;Undirected;13052;;1
316;2342;Undirected;13053;;1
503;4279;Undirected;13054;;1
464;3732;Undirected;13055;;1
2204;3599;Undirected;13056;;1
5235;1230;Undirected;13057;;1
1987;4621;Undirected;13058;;1
2108;2908;Undirected;13059;;1
3087;2644;Undirected;13060;;1
4747;4932;Undirected;13061;;1
4619;1923;Undirected;13062;;1
726;2883;Undirected;13063;;1
2677;5612;Undirected;13064;;1
1756;1825;Undirected;13065;;1
2536;3721;Undirected;13066;;1
2634;5819;Undirected;13067;;1
1891;4044;Undirected;13068;;1
2824;4873;Undirected;13069;;1
3363;5416;Undirected;13070;;1
202;4081;Undirected;13071;;1
2764;4293;Undirected;13072;;1
2111;5888;Undirected;13073;;1
5441;5520;Undirected;13074;;1
98;297;Undirected;13075;;1
4193;5718;Undirected;13076;;1
516;1414;Undirected;13077;;1
2629;4602;Undirected;13078;;1
3087;3377;Undirected;13079;;1
480;3242;Undirected;13080;;1
1067;1796;Undirected;13081;;1
1198;4195;Undirected;13082;;1
2548;2825;Undirected;13083;;1
3172;1374;Undirected;13084;;1
811;3549;Undirected;13085;;1
2054;1698;Undirected;13086;;1
3714;2791;Undirected;13087;;1
4032;4602;Undirected;13088;;1
1604;2698;Undirected;13089;;1
3263;4032;Undirected;13090;;1
1581;1930;Undirected;13091;;1
55;2435;Undirected;13092;;1
3140;4047;Undirected;13093;;1
2600;4155;Undirected;13094;;1
721;5218;Undirected;13095;;1
1159;4609;Undirected;13096;;1
969;4410;Undirected;13097;;1
629;5291;Undirected;13098;;1
2060;5734;Undirected;13099;;1
2034;2565;Undirected;13100;;1
3368;5851;Undirected;13101;;1
769;5739;Undirected;13102;;1
4466;4877;Undirected;13103;;1
155;1698;Undirected;13104;;1
26;2958;Undirected;13105;;1
2797;3273;Undirected;13106;;1
3603;5357;Undirected;13107;;1
56;4876;Undirected;13108;;1
4523;4978;Undirected;13109;;1
4851;5800;Undirected;13110;;1
3595;4296;Undirected;13111;;1
3709;4622;Undirected;13112;;1
3324;5691;Undirected;13113;;1
108;3162;Undirected;13114;;1
400;503;Undirected;13115;;1
3665;5111;Undirected;13116;;1
4155;5093;Undirected;13117;;1
394;3558;Undirected;13118;;1
138;4978;Undirected;13119;;1
1102;1846;Undirected;13120;;1
5360;4453;Undirected;13121;;1
39;2534;Undirected;13122;;1
1651;5076;Undirected;13123;;1
2839;5833;Undirected;13124;;1
648;1332;Undirected;13125;;1
3004;5539;Undirected;13126;;1
1388;5457;Undirected;13127;;1
5562;5489;Undirected;13128;;1
2547;2770;Undirected;13129;;1
85;4760;Undirected;13130;;1
175;176;Undirected;13131;;1
2386;3448;Undirected;13132;;1
1400;5638;Undirected;13133;;1
2815;4918;Undirected;13134;;1
2395;3027;Undirected;13135;;1
1597;4071;Undirected;13136;;1
2612;4967;Undirected;13137;;1
516;4964;Undirected;13138;;1
1827;4302;Undirected;13139;;1
2059;5076;Undirected;13140;;1
4875;5066;Undirected;13141;;1
641;1093;Undirected;13142;;1
3914;4423;Undirected;13143;;1
3522;5708;Undirected;13144;;1
3955;5557;Undirected;13145;;1
1471;5642;Undirected;13146;;1
147;4775;Undirected;13147;;1
1493;1569;Undirected;13148;;1
2448;5729;Undirected;13149;;1
790;2437;Undirected;13150;;1
2151;2972;Undirected;13151;;1
950;4299;Undirected;13152;;1
2690;4906;Undirected;13153;;1
609;1443;Undirected;13154;;1
1576;2630;Undirected;13155;;1
1578;4033;Undirected;13156;;1
1976;5574;Undirected;13157;;1
1371;2515;Undirected;13158;;1
1452;4676;Undirected;13159;;1
1716;2155;Undirected;13160;;1
2366;5644;Undirected;13161;;1
617;1747;Undirected;13162;;1
1511;2522;Undirected;13163;;1
2669;4874;Undirected;13164;;1
2694;4557;Undirected;13165;;1
3052;617;Undirected;13166;;1
4406;4831;Undirected;13167;;1
1686;4378;Undirected;13168;;1
1569;2439;Undirected;13169;;1
2324;3547;Undirected;13170;;1
2202;3452;Undirected;13171;;1
10;5708;Undirected;13172;;1
877;2445;Undirected;13173;;1
3570;4698;Undirected;13174;;1
686;5396;Undirected;13175;;1
4530;4825;Undirected;13176;;1
196;3655;Undirected;13177;;1
4296;4627;Undirected;13178;;1
2298;5871;Undirected;13179;;1
560;1061;Undirected;13180;;1
2088;2204;Undirected;13181;;1
2248;2512;Undirected;13182;;1
1711;4032;Undirected;13183;;1
717;1502;Undirected;13184;;1
2088;3656;Undirected;13185;;1
207;1862;Undirected;13186;;1
2852;4523;Undirected;13187;;1
2725;3732;Undirected;13188;;1
1909;3099;Undirected;13189;;1
644;4735;Undirected;13190;;1
1909;5093;Undirected;13191;;1
93;5019;Undirected;13192;;1
1461;4776;Undirected;13193;;1
